ticker,latest_price,return_1y,volatility_1y,momentum_6m,max_drawdown_1y
EFX,117.6,-0.0359865562751045,0.39882357142294594,-0.17727717923604314,-0.36406538540455513
EIX,59.69,-0.20232527061339034,0.208618781681339,-0.24870988042794218,-0.2777105517909003
EL,134.71,0.6330464298702876,0.18443746041304784,0.2981593909607787,-0.05852405715002812
EMN,98.98,0.27141939627488765,0.15720020015126543,0.17469736529788737,-0.05852405715002812
EMR,68.96,0.10495112962666231,0.16633155491886203,0.14875895385640492,-0.12407242505194405
EOG,105.78,0.07784797228449158,0.21032302014175558,0.17078029883785284,-0.18030362776025233
EQIX,426.08,0.10967002630413814,0.18214590895338262,-0.048525044103526094,-0.13570530244634682
EQR,56.86,-0.07424291761641166,0.12875597292535412,-0.15575352635486261,-0.19198522097484727
EQT,47.65,-0.22733906275336468,0.37719825569448723,-0.24015308563227555,-0.2890182035213369
ES,56.89,0.0070808992742077415,0.1394510848922506,-0.07840596144500234,-0.1355417109861723
ESRX,74.95,0.10839988169180703,0.23850142299133187,0.22467320261437917,-0.2105336297943301
ESS,217.81,-0.04498618845091418,0.1495478206616165,-0.17701957228141774,-0.1914696165410742
ETFC,51.55,0.47033656588705064,0.2257327614950856,0.2527339003645199,-0.11436950146627567
ETN,81.62,0.1664999285408033,0.17339744999360882,0.11594202898550732,-0.12616300707108297
ETR,72.77,0.019187675070027943,0.14173963563845252,-0.05259731805754464,-0.16758178906428745
EVHC,34.82,-0.41067747190694404,0.4776495320679964,-0.33887941745488076,-0.518705535954256
EW,129.7,0.4279423098095343,0.2327591095479918,0.11560295888525696,-0.15622138992925516
EXC,36.15,0.026114107294919142,0.1582119451283175,-0.0411140583554378,-0.1472045293701345
EXPD,62.13,0.16044079193126648,0.17411453145430467,0.1170442286947142,-0.08813263525305404
EXPE,129.33,0.052832953435363095,0.26318463283540017,-0.12555780933062877,-0.26445141065830724
EXR,80.42,0.08397358134519473,0.19705883191723889,0.05000652826739782,-0.11150990099009894
F,13.110299999999999,-0.13085621970920847,0.19761172526628026,-0.014652014652014711,-0.2260015117157974
FAST,53.24,0.06864712966680053,0.23769609711954856,0.23526682134570764,-0.23458445040214482
FB,180.18,0.3426229508196723,0.18982271956332059,0.05257623554153512,-0.06686001346522341
FBHS,63.4,0.13335716839470857,0.16578470697841277,-0.007358697354000299,-0.1387939286202653
FCX,17.86,0.1500321957501609,0.39029691534105687,0.22412611377655933,-0.29761904761904756
FDX,251.15,0.3361885507554798,0.1726439099202125,0.2181103889805025,-0.09412365121026534
FE,30.81,0.02563249001331558,0.19728931012475417,-0.025308446694084163,-0.16119828815977177
FFIV,141.39,0.01807315668202758,0.22286384383827054,0.19185703447694502,-0.22333490153908186
FIS,96.77,0.21204909819639273,0.1283242323542827,0.08255957042174744,-0.06959564541213059
FISV,129.17,0.1984598255706067,0.13393684677614692,0.04760746147607464,-0.09690274767531293
FITB,32.34,0.24913093858632696,0.20824467813327238,0.1915991156963892,-0.1784347826086956
FL,48.01,-0.310894215587771,0.4957707215658841,-0.03594377510040159,-0.518705535954256
